channel_id,channel_number,channel_name,proposed_name,category,channel_type,disposition,deployment,scene_count,library_percent,distinct_performers,distinct_studios,filter_definition,tag_ids,tag_names,performer_ids,performer_names,studio_ids,studio_names,count_changed,quality_score,reason_selected
187|Brad Newman: Premium Procrastination,187,Brad Newman: Premium Procrastination,Brad Newman,Performers,performer_spotlight,keep,import-ready,89,0.44,88,30,"{""include"":{""performers_all"":[""712""]},""exclude"":{""tags_any"":[""9320""]}}",,,712,Brad Newman,,,no,67,performer with 50+ post-JAV scenes (89)
188|Quinton James: Doing the Most,188,Quinton James: Doing the Most,Quinton James,Performers,performer_spotlight,keep,import-ready,89,0.44,118,39,"{""include"":{""performers_all"":[""251""]},""exclude"":{""tags_any"":[""9320""]}}",,,251,Quinton James,,,no,68,performer with 50+ post-JAV scenes (89)
189|Damon Dice: The Late Fee Channel,189,Damon Dice: The Late Fee Channel,Damon Dice,Performers,performer_spotlight,keep,import-ready,88,0.43,123,44,"{""include"":{""performers_all"":[""147""]},""exclude"":{""tags_any"":[""9320""]}}",,,147,Damon Dice,,,no,68,performer with 50+ post-JAV scenes (88)
190|Kristof Cale: Zero Inbox Energy,190,Kristof Cale: Zero Inbox Energy,Kristof Cale,Performers,performer_spotlight,keep,import-ready,88,0.43,122,15,"{""include"":{""performers_all"":[""603""]},""exclude"":{""tags_any"":[""9320""]}}",,,603,Kristof Cale,,,no,66,performer with 50+ post-JAV scenes (88)
191|Remy LaCroix: Please Remain Tuned,191,Remy LaCroix: Please Remain Tuned,Remy LaCroix,Performers,performer_spotlight,keep,import-ready,88,0.43,106,42,"{""include"":{""performers_all"":[""114""]},""exclude"":{""tags_any"":[""9320""]}}",,,114,Remy LaCroix,,,no,68,performer with 50+ post-JAV scenes (88)
192|Alex Legend: The Extended Lunch Break,192,Alex Legend: The Extended Lunch Break,Alex Legend,Performers,performer_spotlight,keep,import-ready,87,0.43,95,35,"{""include"":{""performers_all"":[""432""]},""exclude"":{""tags_any"":[""9320""]}}",,,432,Alex Legend,,,no,67,performer with 50+ post-JAV scenes (87)
193|Melissa Moore: Not in the Employee Handbook,193,Melissa Moore: Not in the Employee Handbook,Melissa Moore,Performers,performer_spotlight,keep,import-ready,87,0.43,84,57,"{""include"":{""performers_all"":[""1040""]},""exclude"":{""tags_any"":[""9320""]}}",,,1040,Melissa Moore,,,no,68,performer with 50+ post-JAV scenes (87)
194|Nathan Bronson: Plot Armor Included,194,Nathan Bronson: Plot Armor Included,Nathan Bronson,Performers,performer_spotlight,keep,import-ready,88,0.43,108,37,"{""include"":{""performers_all"":[""454""]},""exclude"":{""tags_any"":[""9320""]}}",,,454,Nathan Bronson,,,no,68,performer with 50+ post-JAV scenes (88)
195|Alex Jones: The Agenda Has Changed,195,Alex Jones: The Agenda Has Changed,Alex Jones,Performers,performer_spotlight,keep,import-ready,87,0.43,152,28,"{""include"":{""performers_all"":[""1074""]},""exclude"":{""tags_any"":[""9320""]}}",,,1074,Alex Jones,,,no,68,performer with 50+ post-JAV scenes (87)
196|Victoria June: One More Episode,196,Victoria June: One More Episode,Victoria June,Performers,performer_spotlight,keep,import-ready,86,0.42,65,61,"{""include"":{""performers_all"":[""530""]},""exclude"":{""tags_any"":[""9320""]}}",,,530,Victoria June,,,no,68,performer with 50+ post-JAV scenes (86)
197|Mark Wood: The Not-So-Silent Partner,197,Mark Wood: The Not-So-Silent Partner,Mark Wood,Performers,performer_spotlight,keep,import-ready,85,0.42,72,34,"{""include"":{""performers_all"":[""8""]},""exclude"":{""tags_any"":[""9320""]}}",,,8,Mark Wood,,,no,67,performer with 50+ post-JAV scenes (85)
198|Ricky Johnson: After the Group Chat,198,Ricky Johnson: After the Group Chat,Ricky Johnson,Performers,performer_spotlight,keep,import-ready,84,0.41,155,27,"{""include"":{""performers_all"":[""444""]},""exclude"":{""tags_any"":[""9320""]}}",,,444,Ricky Johnson,,,no,68,performer with 50+ post-JAV scenes (84)
199|Milan Ponjevic: This Meeting Runs Late,199,Milan Ponjevic: This Meeting Runs Late,Milan Ponjevic,Performers,performer_spotlight,keep,import-ready,83,0.41,115,20,"{""include"":{""performers_all"":[""32""]},""exclude"":{""tags_any"":[""9320""]}}",,,32,Milan Ponjevic,,,no,67,performer with 50+ post-JAV scenes (83)
200|Ashlynn Brooke: The Recommendation Engine,200,Ashlynn Brooke: The Recommendation Engine,Ashlynn Brooke,Performers,performer_spotlight,keep,import-ready,82,0.4,56,3,"{""include"":{""performers_all"":[""668""]},""exclude"":{""tags_any"":[""9320""]}}",,,668,Ashlynn Brooke,,,no,62,performer with 50+ post-JAV scenes (82)
201|Jake Adams: Airplane Mode Recommended,201,Jake Adams: Airplane Mode Recommended,Jake Adams,Performers,performer_spotlight,keep,import-ready,82,0.4,102,23,"{""include"":{""performers_all"":[""741""]},""exclude"":{""tags_any"":[""9320""]}}",,,741,Jake Adams,,,no,67,performer with 50+ post-JAV scenes (82)
202|Jessy Jones: The Couch Has Questions,202,Jessy Jones: The Couch Has Questions,Jessy Jones,Performers,performer_spotlight,keep,import-ready,82,0.4,116,39,"{""include"":{""performers_all"":[""65""]},""exclude"":{""tags_any"":[""9320""]}}",,,65,Jessy Jones,,,no,68,performer with 50+ post-JAV scenes (82)
203|Mike Adriano: Nothing on the Calendar,203,Mike Adriano: Nothing on the Calendar,Mike Adriano,Performers,performer_spotlight,keep,import-ready,79,0.39,59,17,"{""include"":{""performers_all"":[""141""]},""exclude"":{""tags_any"":[""9320""]}}",,,141,Mike Adriano,,,no,65,performer with 50+ post-JAV scenes (79)
204|Rion King: The Ratings Department,204,Rion King: The Ratings Department,Rion King,Performers,performer_spotlight,keep,import-ready,79,0.39,95,30,"{""include"":{""performers_all"":[""456""]},""exclude"":{""tags_any"":[""9320""]}}",,,456,Rion King,,,no,67,performer with 50+ post-JAV scenes (79)
205|Will Pounder: Full-Time Distraction,205,Will Pounder: Full-Time Distraction,Will Pounder,Performers,performer_spotlight,keep,import-ready,78,0.38,130,38,"{""include"":{""performers_all"":[""769""]},""exclude"":{""tags_any"":[""9320""]}}",,,769,Will Pounder,,,no,68,performer with 50+ post-JAV scenes (78)
206|April O'Neil: Nobody Read the Memo,206,April O'Neil: Nobody Read the Memo,April O'Neil,Performers,performer_spotlight,keep,import-ready,77,0.38,57,33,"{""include"":{""performers_all"":[""896""]},""exclude"":{""tags_any"":[""9320""]}}",,,896,April O'Neil,,,no,66,performer with 50+ post-JAV scenes (77)
207|Kylie Rocket: The Opening Credits Club,207,Kylie Rocket: The Opening Credits Club,Kylie Rocket,Performers,performer_spotlight,keep,import-ready,77,0.38,152,44,"{""include"":{""performers_all"":[""1007""]},""exclude"":{""tags_any"":[""9320""]}}",,,1007,Kylie Rocket,,,no,68,performer with 50+ post-JAV scenes (77)
208|Andi Avalon Has the Remote,208,Andi Avalon Has the Remote,Andi Avalon,Performers,performer_spotlight,keep,import-ready,76,0.37,86,47,"{""include"":{""performers_all"":[""29""]},""exclude"":{""tags_any"":[""9320""]}}",,,29,Andi Avalon,,,no,68,performer with 50+ post-JAV scenes (76)
209|Dan Damage: HR Would Like a Word,209,Dan Damage: HR Would Like a Word,Dan Damage,Performers,performer_spotlight,keep,import-ready,72,0.35,108,12,"{""include"":{""performers_all"":[""27""]},""exclude"":{""tags_any"":[""9320""]}}",,,27,Dan Damage,,,no,66,performer with 50+ post-JAV scenes (72)
210|Adrianna Luna vs. the Bedtime Schedule,210,Adrianna Luna vs. the Bedtime Schedule,Adrianna Luna,Performers,performer_spotlight,keep,import-ready,71,0.35,50,23,"{""include"":{""performers_all"":[""51""]},""exclude"":{""tags_any"":[""9320""]}}",,,51,Adrianna Luna,,,no,66,performer with 50+ post-JAV scenes (71)
211|Prince Yahshua: The Plot Thickens,211,Prince Yahshua: The Plot Thickens,Prince Yahshua,Performers,performer_spotlight,keep,import-ready,71,0.35,127,25,"{""include"":{""performers_all"":[""569""]},""exclude"":{""tags_any"":[""9320""]}}",,,569,Prince Yahshua,,,no,67,performer with 50+ post-JAV scenes (71)
212|Jenna Presley & the Missing Script,212,Jenna Presley & the Missing Script,Jenna Presley,Performers,performer_spotlight,keep,import-ready,70,0.34,82,36,"{""include"":{""performers_all"":[""3408""]},""exclude"":{""tags_any"":[""9320""]}}",,,3408,Jenna Presley,,,no,67,performer with 50+ post-JAV scenes (70)
213|Logan Pierce: Do Not Auto-Play at Work,213,Logan Pierce: Do Not Auto-Play at Work,Logan Pierce,Performers,performer_spotlight,keep,import-ready,69,0.34,108,32,"{""include"":{""performers_all"":[""194""]},""exclude"":{""tags_any"":[""9320""]}}",,,194,Logan Pierce,,,no,67,performer with 50+ post-JAV scenes (69)
214|Chris Diamond: Overtime Approved,214,Chris Diamond: Overtime Approved,Chris Diamond,Performers,performer_spotlight,keep,import-ready,68,0.33,84,11,"{""include"":{""performers_all"":[""551""]},""exclude"":{""tags_any"":[""9320""]}}",,,551,Chris Diamond,,,no,65,performer with 50+ post-JAV scenes (68)
215|Robby Echo Presents: Questionable Decisions,215,Robby Echo Presents: Questionable Decisions,Robby Echo,Performers,performer_spotlight,keep,import-ready,69,0.34,100,29,"{""include"":{""performers_all"":[""1622""]},""exclude"":{""tags_any"":[""9320""]}}",,,1622,Robby Echo,,,no,67,performer with 50+ post-JAV scenes (69)
216|Toni Ribas: Main Character Hours,216,Toni Ribas: Main Character Hours,Toni Ribas,Performers,performer_spotlight,keep,import-ready,68,0.33,115,22,"{""include"":{""performers_all"":[""62""]},""exclude"":{""tags_any"":[""9320""]}}",,,62,Toni Ribas,,,no,67,performer with 50+ post-JAV scenes (68)
217|Iona Grace: The Binge Committee,217,Iona Grace: The Binge Committee,Iona Grace,Performers,performer_spotlight,keep,import-ready,67,0.33,40,4,"{""include"":{""performers_all"":[""3769""]},""exclude"":{""tags_any"":[""9320""]}}",,,3769,Iona Grace,,,no,62,performer with 50+ post-JAV scenes (67)
218|Olive Glass: The Skip Intro Department,218,Olive Glass: The Skip Intro Department,Olive Glass,Performers,performer_spotlight,keep,import-ready,66,0.33,64,40,"{""include"":{""performers_all"":[""397""]},""exclude"":{""tags_any"":[""9320""]}}",,,397,Olive Glass,,,no,67,performer with 50+ post-JAV scenes (66)
219|Maestro: No Meeting Could Replace This,219,Maestro: No Meeting Could Replace This,Maestro,Performers,performer_spotlight,keep,import-ready,65,0.32,78,7,"{""include"":{""performers_all"":[""5262""]},""exclude"":{""tags_any"":[""9320""]}}",,,5262,Maestro,,,no,64,performer with 50+ post-JAV scenes (65)
220|Parker Ambrose: The Unscheduled Special,220,Parker Ambrose: The Unscheduled Special,Parker Ambrose,Performers,performer_spotlight,keep,import-ready,65,0.32,81,30,"{""include"":{""performers_all"":[""33""]},""exclude"":{""tags_any"":[""9320""]}}",,,33,Parker Ambrose,,,no,67,performer with 50+ post-JAV scenes (65)
221|Sophia Leone: Cancel Your Plans,221,Sophia Leone: Cancel Your Plans,Sophia Leone,Performers,performer_spotlight,keep,import-ready,65,0.32,49,46,"{""include"":{""performers_all"":[""1022""]},""exclude"":{""tags_any"":[""9320""]}}",,,1022,Sophia Leone,,,no,67,performer with 50+ post-JAV scenes (65)
222|Angela White: The Remote Majority,222,Angela White: The Remote Majority,Angela White,Performers,performer_spotlight,keep,import-ready,64,0.32,105,20,"{""include"":{""performers_all"":[""546""]},""exclude"":{""tags_any"":[""9320""]}}",,,546,Angela White,,,no,66,performer with 50+ post-JAV scenes (64)
223|Eva Lovia: Premium Procrastination,223,Eva Lovia: Premium Procrastination,Eva Lovia,Performers,performer_spotlight,keep,import-ready,64,0.32,74,20,"{""include"":{""performers_all"":[""57""]},""exclude"":{""tags_any"":[""9320""]}}",,,57,Eva Lovia,,,no,66,performer with 50+ post-JAV scenes (64)
224|Kevin Crows: Doing the Most,224,Kevin Crows: Doing the Most,Kevin Crows,Performers,performer_spotlight,keep,import-ready,64,0.32,51,5,"{""include"":{""performers_all"":[""867""]},""exclude"":{""tags_any"":[""9320""]}}",,,867,Kevin Crows,,,no,63,performer with 50+ post-JAV scenes (64)
225|Kurea Hasumi: The Late Fee Channel,225,Kurea Hasumi: The Late Fee Channel,Kurea Hasumi,Performers,performer_spotlight,keep,import-ready,64,0.32,40,21,"{""include"":{""performers_all"":[""8926""]},""exclude"":{""tags_any"":[]}}",,,8926,Kurea Hasumi,,,no,65,sanctioned JAV-only performer channel (no JAV exclusion)
226|Marco Banderas: Zero Inbox Energy,226,Marco Banderas: Zero Inbox Energy,Marco Banderas,Performers,performer_spotlight,keep,import-ready,65,0.32,138,31,"{""include"":{""performers_all"":[""175""]},""exclude"":{""tags_any"":[""9320""]}}",,,175,Marco Banderas,,,no,68,performer with 50+ post-JAV scenes (65)
227|Jordi El Nino Polla: Please Remain Tuned,227,Jordi El Nino Polla: Please Remain Tuned,Jordi El Nino Polla,Performers,performer_spotlight,keep,import-ready,63,0.31,111,11,"{""include"":{""performers_all"":[""477""]},""exclude"":{""tags_any"":[""9320""]}}",,,477,Jordi El Nino Polla,,,no,65,performer with 50+ post-JAV scenes (63)
228|Dylan Ryan: The Extended Lunch Break,228,Dylan Ryan: The Extended Lunch Break,Dylan Ryan,Performers,performer_spotlight,keep,import-ready,62,0.31,43,4,"{""include"":{""performers_all"":[""4041""]},""exclude"":{""tags_any"":[""9320""]}}",,,4041,Dylan Ryan,,,no,62,performer with 50+ post-JAV scenes (62)
229|Jax Slayher: Not in the Employee Handbook,229,Jax Slayher: Not in the Employee Handbook,Jax Slayher,Performers,performer_spotlight,keep,import-ready,62,0.31,72,27,"{""include"":{""performers_all"":[""6""]},""exclude"":{""tags_any"":[""9320""]}}",,,6,Jax Slayher,,,no,66,performer with 50+ post-JAV scenes (62)
230|Lena Paul: Plot Armor Included,230,Lena Paul: Plot Armor Included,Lena Paul,Performers,performer_spotlight,keep,import-ready,61,0.3,80,33,"{""include"":{""performers_all"":[""559""]},""exclude"":{""tags_any"":[""9320""]}}",,,559,Lena Paul,,,no,67,performer with 50+ post-JAV scenes (61)
231|Madison Ivy: The Agenda Has Changed,231,Madison Ivy: The Agenda Has Changed,Madison Ivy,Performers,performer_spotlight,keep,import-ready,61,0.3,61,22,"{""include"":{""performers_all"":[""501""]},""exclude"":{""tags_any"":[""9320""]}}",,,501,Madison Ivy,,,no,66,performer with 50+ post-JAV scenes (61)
232|Kenna James: One More Episode,232,Kenna James: One More Episode,Kenna James,Performers,performer_spotlight,keep,import-ready,60,0.3,90,15,"{""include"":{""performers_all"":[""108""]},""exclude"":{""tags_any"":[""9320""]}}",,,108,Kenna James,,,no,66,performer with 50+ post-JAV scenes (60)
233|Adriana Chechik: The Not-So-Silent Partner,233,Adriana Chechik: The Not-So-Silent Partner,Adriana Chechik,Performers,performer_spotlight,keep,import-ready,59,0.29,118,25,"{""include"":{""performers_all"":[""219""]},""exclude"":{""tags_any"":[""9320""]}}",,,219,Adriana Chechik,,,no,67,performer with 50+ post-JAV scenes (59)
234|Aiden Starr: After the Group Chat,234,Aiden Starr: After the Group Chat,Aiden Starr,Performers,performer_spotlight,keep,import-ready,59,0.29,97,7,"{""include"":{""performers_all"":[""974""]},""exclude"":{""tags_any"":[""9320""]}}",,,974,Aiden Starr,,,no,64,performer with 50+ post-JAV scenes (59)
235|Sean Lawless: This Meeting Runs Late,235,Sean Lawless: This Meeting Runs Late,Sean Lawless,Performers,performer_spotlight,keep,import-ready,59,0.29,105,26,"{""include"":{""performers_all"":[""24""]},""exclude"":{""tags_any"":[""9320""]}}",,,24,Sean Lawless,,,no,67,performer with 50+ post-JAV scenes (59)
236|Stella Cox: The Recommendation Engine,236,Stella Cox: The Recommendation Engine,Stella Cox,Performers,performer_spotlight,keep,import-ready,59,0.29,74,38,"{""include"":{""performers_all"":[""2623""]},""exclude"":{""tags_any"":[""9320""]}}",,,2623,Stella Cox,,,no,67,performer with 50+ post-JAV scenes (59)
237|Dante Colle: Airplane Mode Recommended,237,Dante Colle: Airplane Mode Recommended,Dante Colle,Performers,performer_spotlight,keep,import-ready,58,0.29,66,23,"{""include"":{""performers_all"":[""42""]},""exclude"":{""tags_any"":[""9320""]}}",,,42,Dante Colle,,,no,66,performer with 50+ post-JAV scenes (58)
238|John Long: The Couch Has Questions,238,John Long: The Couch Has Questions,John Long,Performers,performer_spotlight,keep,import-ready,58,0.29,64,2,"{""include"":{""performers_all"":[""333""]},""exclude"":{""tags_any"":[""9320""]}}",,,333,John Long,,,no,62,performer with 50+ post-JAV scenes (58)
239|Kelly Madison: Nothing on the Calendar,239,Kelly Madison: Nothing on the Calendar,Kelly Madison,Performers,performer_spotlight,keep,import-ready,58,0.29,55,4,"{""include"":{""performers_all"":[""874""]},""exclude"":{""tags_any"":[""9320""]}}",,,874,Kelly Madison,,,no,63,performer with 50+ post-JAV scenes (58)
240|Krysta Kaos: The Ratings Department,240,Krysta Kaos: The Ratings Department,Krysta Kaos,Performers,performer_spotlight,keep,import-ready,58,0.29,38,3,"{""include"":{""performers_all"":[""5373""]},""exclude"":{""tags_any"":[""9320""]}}",,,5373,Krysta Kaos,,,no,62,performer with 50+ post-JAV scenes (58)
241|Peter Green: Full-Time Distraction,241,Peter Green: Full-Time Distraction,Peter Green,Performers,performer_spotlight,keep,import-ready,58,0.29,73,24,"{""include"":{""performers_all"":[""17""]},""exclude"":{""tags_any"":[""9320""]}}",,,17,Peter Green,,,no,66,performer with 50+ post-JAV scenes (58)
242|Emily Willis: Nobody Read the Memo,242,Emily Willis: Nobody Read the Memo,Emily Willis,Performers,performer_spotlight,keep,import-ready,57,0.28,79,15,"{""include"":{""performers_all"":[""1069""]},""exclude"":{""tags_any"":[""9320""]}}",,,1069,Emily Willis,,,no,65,performer with 50+ post-JAV scenes (57)
243|Holly Michaels: The Opening Credits Club,243,Holly Michaels: The Opening Credits Club,Holly Michaels,Performers,performer_spotlight,keep,import-ready,57,0.28,32,11,"{""include"":{""performers_all"":[""403""]},""exclude"":{""tags_any"":[""9320""]}}",,,403,Holly Michaels,,,no,63,performer with 50+ post-JAV scenes (57)
244|Maximo Garcia Has the Remote,244,Maximo Garcia Has the Remote,Maximo Garcia,Performers,performer_spotlight,keep,import-ready,57,0.28,64,17,"{""include"":{""performers_all"":[""1174""]},""exclude"":{""tags_any"":[""9320""]}}",,,1174,Maximo Garcia,,,no,65,performer with 50+ post-JAV scenes (57)
245|Mona Azar: HR Would Like a Word,245,Mona Azar: HR Would Like a Word,Mona Azar,Performers,performer_spotlight,keep,import-ready,57,0.28,79,28,"{""include"":{""performers_all"":[""1368""]},""exclude"":{""tags_any"":[""9320""]}}",,,1368,Mona Azar,,,no,67,performer with 50+ post-JAV scenes (57)
