channel_number,channel_name,channel_family,exact_scene_count,library_share_pct,include_tag_logic,include_tag_ids_all,include_tags_all,exclude_tag_logic,exclude_tag_ids_any,exclude_tags_any,include_performer_logic,include_performer_ids_all,include_performers_all,exclude_performer_logic,exclude_performer_ids_any,exclude_performers_any,include_studio_logic,include_studio_ids_any,include_studios_any,exclude_studio_logic,exclude_studio_ids_any,exclude_studios_any,filter_expression,affinity_lift,rationale
758,Ricky Johnson: Flex Scheduling,performer_tag,58,0.286,ALL,8015,BODY: Muscular,ANY,9320,JAV,ALL,444,Ricky Johnson,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Muscular"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Ricky Johnson"")",,Performer tag; 58 scenes under current production tag assignments. Branding is playful; filter columns define membership.
759,Iona Grace: Ensemble Cast Away,performer_tag,45,0.222,ALL,6188,CAST: Group,ANY,9320,JAV,ALL,3769,Iona Grace,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""CAST: Group"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Iona Grace"")",,"Performer tag; 45 scenes under current production tag assignments. Branding is playful; filter columns define membership. Cast labels describe linked metadata, not sexual orientation or a complete-credit guarantee."
760,Christian Clay: Scenic Route,performer_tag,99,0.488,ALL,7993,ACT: Ass-to-mouth,ANY,9320,JAV,ALL,470,Christian Clay,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: Ass-to-mouth"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Christian Clay"")",,Performer tag; 99 scenes under current production tag assignments. Branding is playful; filter columns define membership.
761,Danny D: Terms & Conditions Apply,performer_tag,65,0.320,ALL,8020,THEME: Cheating,ANY,9320,JAV,ALL,213,Danny D,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""THEME: Cheating"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Danny D"")",,Performer tag; 64 scenes under current production tag assignments. Branding is playful; filter columns define membership.
762,Ryan McLane: Do Not Disturb-ish,performer_tag,21,0.103,ALL,8042,SET: Hotel,ANY,9320,JAV,ALL,152,Ryan McLane,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""SET: Hotel"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Ryan McLane"")",,Performer tag; 21 scenes under current production tag assignments. Branding is playful; filter columns define membership.
763,Krysta Kaos: Ensemble Cast Away,performer_tag,41,0.202,ALL,6188,CAST: Group,ANY,9320,JAV,ALL,5373,Krysta Kaos,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""CAST: Group"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Krysta Kaos"")",,"Performer tag; 41 scenes under current production tag assignments. Branding is playful; filter columns define membership. Cast labels describe linked metadata, not sexual orientation or a complete-credit guarantee."
764,Dante Colle: Double Booking,performer_tag,20,0.099,ALL,7990,ACT: DP,ANY,9320,JAV,ALL,42,Dante Colle,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: DP"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Dante Colle"")",,Performer tag; 20 scenes under current production tag assignments. Branding is playful; filter columns define membership.
765,Dylan Ryan: Ensemble Cast Away,performer_tag,38,0.187,ALL,6188,CAST: Group,ANY,9320,JAV,ALL,4041,Dylan Ryan,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""CAST: Group"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Dylan Ryan"")",,"Performer tag; 38 scenes under current production tag assignments. Branding is playful; filter columns define membership. Cast labels describe linked metadata, not sexual orientation or a complete-credit guarantee."
766,Anna Bell Peaks: Reality Needs a Producer,performer_tag,16,0.079,ALL,8089,PROD: Reality,ANY,9320,JAV,ALL,419,Anna Bell Peaks,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""PROD: Reality"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Anna Bell Peaks"")",,Performer tag; 16 scenes under current production tag assignments. Branding is playful; filter columns define membership.
767,Derrick Pierce: Knot Your Average,performer_tag,73,0.360,ALL,8065,KINK: Bondage,ANY,9320,JAV,ALL,140,Derrick Pierce,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""KINK: Bondage"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Derrick Pierce"")",,Performer tag; 72 scenes under current production tag assignments. Branding is playful; filter columns define membership.
768,Luna Star: Middle of the Rear,performer_tag,97,0.478,ALL,7997,BODY: Medium ass,ANY,9320,JAV,ALL,521,Luna Star,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Medium ass"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Luna Star"")",,Performer tag; 97 scenes under current production tag assignments. Branding is playful; filter columns define membership.
769,Marco Banderas: Standing Room Only,performer_tag,7,0.034,ALL,8036,THEME: Gangbang,ANY,9320,JAV,ALL,175,Marco Banderas,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""THEME: Gangbang"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Marco Banderas"")",,Performer tag; 21 scenes under current production tag assignments. Branding is playful; filter columns define membership.
770,"Alberto Blanco: No Shoes, Full Service",performer_tag,40,0.197,ALL,8061,WARD: Barefoot,ANY,9320,JAV,ALL,4,Alberto Blanco,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""WARD: Barefoot"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Alberto Blanco"")",,Performer tag; 40 scenes under current production tag assignments. Branding is playful; filter columns define membership.
771,Jules Jordan: Two Men & a Plot Twist,performer_tag,38,0.187,ALL,7889,CAST: 2M1F,ANY,9320,JAV,ALL,372,Jules Jordan,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""CAST: 2M1F"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Jules Jordan"")",,"Performer tag; 38 scenes under current production tag assignments. Branding is playful; filter columns define membership. Cast labels describe linked metadata, not sexual orientation or a complete-credit guarantee."
772,Mickey Mod: Roast Department,performer_tag,68,0.335,ALL,8068,KINK: Humiliation,ANY,9320,JAV,ALL,1057,Mickey Mod,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""KINK: Humiliation"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Mickey Mod"")",,Performer tag; 68 scenes under current production tag assignments. Branding is playful; filter columns define membership.
773,Gabbie Carter: Point Taken,performer_tag,28,0.138,ALL,8008,BODY: Big nipples,ANY,9320,JAV,ALL,621,Gabbie Carter,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Big nipples"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Gabbie Carter"")",,Performer tag; 28 scenes under current production tag assignments. Branding is playful; filter columns define membership.
774,Asa Akira: Knead to Know,performer_tag,23,0.113,ALL,8028,THEME: Massage,ANY,9320,JAV,ALL,887,Asa Akira,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""THEME: Massage"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Asa Akira"")",,Performer tag; 23 scenes under current production tag assignments. Branding is playful; filter columns define membership.
775,Anissa Kate: Between the Headlines,performer_tag,84,0.414,ALL,7980,ACT: Titjob,ANY,9320,JAV,ALL,297,Anissa Kate,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: Titjob"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Anissa Kate"")",,Performer tag; 120 scenes under current production tag assignments. Branding is playful; filter columns define membership.
776,Adriana Chechik: Unexpected Weather,performer_tag,26,0.128,ALL,7983,ACT: Squirting,ANY,9320,JAV,ALL,219,Adriana Chechik,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: Squirting"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Adriana Chechik"")",,Performer tag; 26 scenes under current production tag assignments. Branding is playful; filter columns define membership.
777,Penny Barber: One-Woman Programming,performer_tag,58,0.286,ALL,7828,CAST: 1F,ANY,9320,JAV,ALL,996,Penny Barber,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""CAST: 1F"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Penny Barber"")",,"Performer tag; 58 scenes under current production tag assignments. Branding is playful; filter columns define membership. Cast labels describe linked metadata, not sexual orientation or a complete-credit guarantee."
778,Riley Reid: Less Is More TV,performer_tag,109,0.537,ALL,8004,BODY: Small breasts,ANY,9320,JAV,ALL,156,Riley Reid,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Small breasts"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Riley Reid"")",,Performer tag; 109 scenes under current production tag assignments. Branding is playful; filter columns define membership.
779,Xander Corvus: Between the Headlines,performer_tag,93,0.458,ALL,7980,ACT: Titjob,ANY,9320,JAV,ALL,176,Xander Corvus,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: Titjob"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Xander Corvus"")",,Performer tag; 124 scenes under current production tag assignments. Branding is playful; filter columns define membership.
780,John Strong: Standing Room Only,performer_tag,7,0.034,ALL,8036,THEME: Gangbang,ANY,9320,JAV,ALL,20,John Strong,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""THEME: Gangbang"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""John Strong"")",,Performer tag; 24 scenes under current production tag assignments. Branding is playful; filter columns define membership.
781,Abella Danger: Rear View Review,performer_tag,106,0.522,ALL,7995,BODY: Big ass,ANY,9320,JAV,ALL,169,Abella Danger,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Big ass"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Abella Danger"")",,Performer tag; 106 scenes under current production tag assignments. Branding is playful; filter columns define membership.
782,Brandi Love: Aftermarket Features,performer_tag,78,0.384,ALL,8006,BODY: Augmented breasts,ANY,9320,JAV,ALL,255,Brandi Love,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Augmented breasts"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Brandi Love"")",,Performer tag; 78 scenes under current production tag assignments. Branding is playful; filter columns define membership.
783,Nicole Aniston: Aftermarket Features,performer_tag,84,0.414,ALL,8006,BODY: Augmented breasts,ANY,9320,JAV,ALL,68,Nicole Aniston,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Augmented breasts"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Nicole Aniston"")",,Performer tag; 84 scenes under current production tag assignments. Branding is playful; filter columns define membership.
784,Rissa May: Between the Headlines,performer_tag,55,0.271,ALL,7980,ACT: Titjob,ANY,9320,JAV,ALL,3532,Rissa May,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: Titjob"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Rissa May"")",,Performer tag; 75 scenes under current production tag assignments. Branding is playful; filter columns define membership.
785,"Maestro: Slim Pickings, Big Ratings",performer_tag,38,0.187,ALL,7999,BODY: Slim,ANY,9320,JAV,ALL,5262,Maestro,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Slim"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Maestro"")",,Performer tag; 38 scenes under current production tag assignments. Branding is playful; filter columns define membership.
786,Krissy Lynn: Aftermarket Features,performer_tag,68,0.335,ALL,8006,BODY: Augmented breasts,ANY,9320,JAV,ALL,510,Krissy Lynn,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Augmented breasts"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Krissy Lynn"")",,Performer tag; 68 scenes under current production tag assignments. Branding is playful; filter columns define membership.
787,John Long: Inside Information,performer_tag,35,0.172,ALL,7989,ACT: Cumshot - internal,ANY,9320,JAV,ALL,333,John Long,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: Cumshot - internal"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""John Long"")",,Performer tag; 35 scenes under current production tag assignments. Branding is playful; filter columns define membership.
788,Brad Newman: Knit Happens,performer_tag,35,0.172,ALL,8053,WARD: Stockings,ANY,9320,JAV,ALL,712,Brad Newman,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""WARD: Stockings"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Brad Newman"")",,Performer tag; 34 scenes under current production tag assignments. Branding is playful; filter columns define membership.
789,Stacy Cruz: Lip Service,performer_tag,57,0.281,ALL,7984,ACT: Kissing,ANY,9320,JAV,ALL,469,Stacy Cruz,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: Kissing"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Stacy Cruz"")",,Performer tag; 57 scenes under current production tag assignments. Branding is playful; filter columns define membership.
790,Romi Rain: Aftermarket Features,performer_tag,69,0.340,ALL,8006,BODY: Augmented breasts,ANY,9320,JAV,ALL,124,Romi Rain,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Augmented breasts"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Romi Rain"")",,Performer tag; 69 scenes under current production tag assignments. Branding is playful; filter columns define membership.
791,Rebel Lynn: Small Screen Energy,performer_tag,42,0.207,ALL,8013,BODY: Petite,ANY,9320,JAV,ALL,803,Rebel Lynn,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Petite"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Rebel Lynn"")",,Performer tag; 42 scenes under current production tag assignments. Branding is playful; filter columns define membership.
792,Jessy Jones: Regular Programming,performer_tag,38,0.187,ALL,8019,BODY: Average body,ANY,9320,JAV,ALL,65,Jessy Jones,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Average body"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Jessy Jones"")",,Performer tag; 38 scenes under current production tag assignments. Branding is playful; filter columns define membership.
793,Cory Chase: Reality Needs a Producer,performer_tag,24,0.118,ALL,8089,PROD: Reality,ANY,9320,JAV,ALL,12,Cory Chase,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""PROD: Reality"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Cory Chase"")",,Performer tag; 24 scenes under current production tag assignments. Branding is playful; filter columns define membership.
794,Jordi El Nino Polla: Dress Rehearsal,performer_tag,28,0.138,ALL,8056,WARD: Dress,ANY,9320,JAV,ALL,477,Jordi El Nino Polla,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""WARD: Dress"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Jordi El Nino Polla"")",,Performer tag; 28 scenes under current production tag assignments. Branding is playful; filter columns define membership.
795,Johnny Castle: Roundabout Programming,performer_tag,74,0.365,ALL,7985,ACT: Rimming,ANY,9320,JAV,ALL,119,Johnny Castle,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: Rimming"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Johnny Castle"")",,Performer tag; 114 scenes under current production tag assignments. Branding is playful; filter columns define membership.
796,Abigail Mac: Aftermarket Features,performer_tag,57,0.281,ALL,8006,BODY: Augmented breasts,ANY,9320,JAV,ALL,47,Abigail Mac,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Augmented breasts"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Abigail Mac"")",,Performer tag; 57 scenes under current production tag assignments. Branding is playful; filter columns define membership.
797,Oliver Flynn: Scenic Route,performer_tag,54,0.266,ALL,7993,ACT: Ass-to-mouth,ANY,9320,JAV,ALL,10,Oliver Flynn,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: Ass-to-mouth"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Oliver Flynn"")",,Performer tag; 54 scenes under current production tag assignments. Branding is playful; filter columns define membership.
798,Kurea Hasumi: One-Woman Programming,performer_tag,0,0.000,ALL,7828,CAST: 1F,ANY,9320,JAV,ALL,8926,Kurea Hasumi,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""CAST: 1F"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Kurea Hasumi"")",,"Performer tag; 19 scenes under current production tag assignments. Branding is playful; filter columns define membership. Cast labels describe linked metadata, not sexual orientation or a complete-credit guarantee."
799,Kendra Lust: Rear View Review,performer_tag,79,0.389,ALL,7995,BODY: Big ass,ANY,9320,JAV,ALL,574,Kendra Lust,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Big ass"") AND NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Kendra Lust"")",,Performer tag; 80 scenes under current production tag assignments. Branding is playful; filter columns define membership.
800,Premium Bukkake: Crowd-Funded Coverage,studio_tag,174,0.857,ALL,8668,ACT: Bukkake,ANY,9320,JAV,ALL,,,ANY,,,ANY,2539,Premium Bukkake,ANY,,,"ALL_TAGS(""ACT: Bukkake"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Premium Bukkake"")",,Studio tag; 174 scenes under current production tag assignments. Branding is playful; filter columns define membership.
801,Hot Milfs Fuck: Handle With Flair,studio_tag,56,0.276,ALL,9581,KINK: Rough sex,ANY,9320,JAV,ALL,,,ANY,,,ANY,1366,Hot Milfs Fuck,ANY,,,"ALL_TAGS(""KINK: Rough sex"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Hot Milfs Fuck"")",,Studio tag; 55 scenes under current production tag assignments. Branding is playful; filter columns define membership.
802,Tonight's Girlfriend: Do Not Disturb-ish,studio_tag,75,0.369,ALL,8042,SET: Hotel,ANY,9320,JAV,ALL,,,ANY,,,ANY,136,Tonight's Girlfriend,ANY,,,"ALL_TAGS(""SET: Hotel"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Tonight's Girlfriend"")",,Studio tag; 75 scenes under current production tag assignments. Branding is playful; filter columns define membership.
803,2 Drops: Forecast: Golden Opportunity,studio_tag,25,0.123,ALL,8078,KINK: Watersports,ANY,9320,JAV,ALL,,,ANY,,,ANY,1483,2 Drops,ANY,,,"ALL_TAGS(""KINK: Watersports"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""2 Drops"")",,Studio tag; 25 scenes under current production tag assignments. Branding is playful; filter columns define membership.
804,Touch My Wife: Reality Needs a Producer,studio_tag,118,0.581,ALL,8089,PROD: Reality,ANY,9320,JAV,ALL,,,ANY,,,ANY,10,Touch My Wife,ANY,,,"ALL_TAGS(""PROD: Reality"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Touch My Wife"")",,Studio tag; 118 scenes under current production tag assignments. Branding is playful; filter columns define membership.
805,Big Naturals: More to the Story,studio_tag,32,0.158,ALL,8010,BODY: BBW,ANY,9320,JAV,ALL,,,ANY,,,ANY,491,Big Naturals,ANY,,,"ALL_TAGS(""BODY: BBW"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Big Naturals"")",,Studio tag; 33 scenes under current production tag assignments. Branding is playful; filter columns define membership.
806,"Vixen: No Shoes, Full Service",studio_tag,189,0.931,ALL,8061,WARD: Barefoot,ANY,9320,JAV,ALL,,,ANY,,,ANY,460,Vixen,ANY,,,"ALL_TAGS(""WARD: Barefoot"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Vixen"")",,Studio tag; 189 scenes under current production tag assignments. Branding is playful; filter columns define membership.
807,Exploited College Girls: Park & Recreation,studio_tag,31,0.153,ALL,8043,SET: Car,ANY,9320,JAV,ALL,,,ANY,,,ANY,1730,Exploited College Girls,ANY,,,"ALL_TAGS(""SET: Car"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Exploited College Girls"")",,Studio tag; 31 scenes under current production tag assignments. Branding is playful; filter columns define membership.
808,"Deep Lush: Rom-Com, Credits Optional",studio_tag,97,0.478,ALL,8027,THEME: Romance,ANY,9320,JAV,ALL,,,ANY,,,ANY,467,Deep Lush,ANY,,,"ALL_TAGS(""THEME: Romance"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Deep Lush"")",,Studio tag; 97 scenes under current production tag assignments. Branding is playful; filter columns define membership.
809,Real Wife Stories: The Sharing Economy,studio_tag,1,0.005,ALL,8030,THEME: Wife sharing,ANY,9320,JAV,ALL,,,ANY,,,ANY,60,Real Wife Stories,ANY,,,"ALL_TAGS(""THEME: Wife sharing"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Real Wife Stories"")",,Studio tag; 540 scenes under current production tag assignments. Branding is playful; filter columns define membership.
810,Sinful XXX: Good Lighting Department,studio_tag,121,0.596,ALL,8088,PROD: Glamour,ANY,9320,JAV,ALL,,,ANY,,,ANY,1060,Sinful XXX,ANY,,,"ALL_TAGS(""PROD: Glamour"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Sinful XXX"")",,Studio tag; 121 scenes under current production tag assignments. Branding is playful; filter columns define membership.
811,Sex and Submission: The Mute Button,studio_tag,94,0.463,ALL,8070,KINK: Gags/restraints,ANY,9320,JAV,ALL,,,ANY,,,ANY,132,Sex and Submission,ANY,,,"ALL_TAGS(""KINK: Gags/restraints"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Sex and Submission"")",,Studio tag; 93 scenes under current production tag assignments. Branding is playful; filter columns define membership.
812,LA Sublime: Previously On Everything,studio_tag,25,0.123,ALL,8087,PROD: Compilation,ANY,9320,JAV,ALL,,,ANY,,,ANY,2021,LA Sublime,ANY,,,"ALL_TAGS(""PROD: Compilation"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""LA Sublime"")",,Studio tag; 24 scenes under current production tag assignments. Branding is playful; filter columns define membership.
813,The Upper Floor: Ahead of the Curve,studio_tag,171,0.842,ALL,7998,BODY: Curvy,ANY,9320,JAV,ALL,,,ANY,,,ANY,512,The Upper Floor,ANY,,,"ALL_TAGS(""BODY: Curvy"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""The Upper Floor"")",,Studio tag; 171 scenes under current production tag assignments. Branding is playful; filter columns define membership.
814,XXX Shades: Crowd-Funded Coverage,studio_tag,35,0.172,ALL,8668,ACT: Bukkake,ANY,9320,JAV,ALL,,,ANY,,,ANY,527,XXX Shades,ANY,,,"ALL_TAGS(""ACT: Bukkake"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""XXX Shades"")",,Studio tag; 35 scenes under current production tag assignments. Branding is playful; filter columns define membership.
815,Tushy: Scenic Route,studio_tag,387,1.906,ALL,7993,ACT: Ass-to-mouth,ANY,9320,JAV,ALL,,,ANY,,,ANY,3,Tushy,ANY,,,"ALL_TAGS(""ACT: Ass-to-mouth"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Tushy"")",,Studio tag; 386 scenes under current production tag assignments. Branding is playful; filter columns define membership.
816,Dungeon Sex: The Basement Committee,studio_tag,18,0.089,ALL,8047,SET: Dungeon,ANY,9320,JAV,ALL,,,ANY,,,ANY,1645,Dungeon Sex,ANY,,,"ALL_TAGS(""SET: Dungeon"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Dungeon Sex"")",,Studio tag; 18 scenes under current production tag assignments. Branding is playful; filter columns define membership.
817,RK Prime: Flex Scheduling,studio_tag,179,0.882,ALL,8015,BODY: Muscular,ANY,9320,JAV,ALL,,,ANY,,,ANY,241,RK Prime,ANY,,,"ALL_TAGS(""BODY: Muscular"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""RK Prime"")",,Studio tag; 179 scenes under current production tag assignments. Branding is playful; filter columns define membership.
818,The Training of O: Point of Contention,studio_tag,35,0.172,ALL,8071,KINK: Nipple torment,ANY,9320,JAV,ALL,,,ANY,,,ANY,511,The Training of O,ANY,,,"ALL_TAGS(""KINK: Nipple torment"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""The Training of O"")",,Studio tag; 35 scenes under current production tag assignments. Branding is playful; filter columns define membership.
819,Brazzers Exxtra: Flex Scheduling,studio_tag,161,0.793,ALL,8015,BODY: Muscular,ANY,9320,JAV,ALL,,,ANY,,,ANY,72,Brazzers Exxtra,ANY,,,"ALL_TAGS(""BODY: Muscular"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Brazzers Exxtra"")",,Studio tag; 161 scenes under current production tag assignments. Branding is playful; filter columns define membership.
820,Tushy Raw: Batteries Not Included,studio_tag,216,1.064,ALL,7991,ACT: Sex toys,ANY,9320,JAV,ALL,,,ANY,,,ANY,591,Tushy Raw,ANY,,,"ALL_TAGS(""ACT: Sex toys"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Tushy Raw"")",,Studio tag; 216 scenes under current production tag assignments. Branding is playful; filter columns define membership.
821,Nubile Films: Point Taken,studio_tag,34,0.167,ALL,8008,BODY: Big nipples,ANY,9320,JAV,ALL,,,ANY,,,ANY,286,Nubile Films,ANY,,,"ALL_TAGS(""BODY: Big nipples"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Nubile Films"")",,Studio tag; 34 scenes under current production tag assignments. Branding is playful; filter columns define membership.
822,Mormon Girlz: Two-Woman Double Bill,studio_tag,63,0.310,ALL,7849,CAST: 2F,ANY,9320,JAV,ALL,,,ANY,,,ANY,959,Mormon Girlz,ANY,,,"ALL_TAGS(""CAST: 2F"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Mormon Girlz"")",,"Studio tag; 63 scenes under current production tag assignments. Branding is playful; filter columns define membership. Cast labels describe linked metadata, not sexual orientation or a complete-credit guarantee."
823,Nuru Massage: Steam Team Six,studio_tag,28,0.138,ALL,8038,SET: Bathroom,ANY,9320,JAV,ALL,,,ANY,,,ANY,306,Nuru Massage,ANY,,,"ALL_TAGS(""SET: Bathroom"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Nuru Massage"")",,Studio tag; 29 scenes under current production tag assignments. Branding is playful; filter columns define membership.
824,Pure Taboo: Scenic Route,studio_tag,185,0.911,ALL,7993,ACT: Ass-to-mouth,ANY,9320,JAV,ALL,,,ANY,,,ANY,452,Pure Taboo,ANY,,,"ALL_TAGS(""ACT: Ass-to-mouth"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Pure Taboo"")",,Studio tag; 185 scenes under current production tag assignments. Branding is playful; filter columns define membership.
825,Casting Couch X: Couch Potato Confidential,studio_tag,110,0.542,ALL,8039,SET: Living room,ANY,9320,JAV,ALL,,,ANY,,,ANY,211,Casting Couch X,ANY,,,"ALL_TAGS(""SET: Living room"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Casting Couch X"")",,Studio tag; 111 scenes under current production tag assignments. Branding is playful; filter columns define membership.
826,Love Her Feet: Knead to Know,studio_tag,27,0.133,ALL,8028,THEME: Massage,ANY,9320,JAV,ALL,,,ANY,,,ANY,494,Love Her Feet,ANY,,,"ALL_TAGS(""THEME: Massage"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Love Her Feet"")",,Studio tag; 27 scenes under current production tag assignments. Branding is playful; filter columns define membership.
827,Passion HD: Lip Service,studio_tag,223,1.099,ALL,7984,ACT: Kissing,ANY,9320,JAV,ALL,,,ANY,,,ANY,219,Passion HD,ANY,,,"ALL_TAGS(""ACT: Kissing"") AND NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Passion HD"")",,Studio tag; 223 scenes under current production tag assignments. Branding is playful; filter columns define membership.
